1309.54331,1310.42996,1311.37773,1311.66283,1312.59081,1310.12795,1310.4001,1310.94276,1311.21896,1312.43549
1308.169,1309.20966,1309.52772,1310.09713,1310.65348,1308.29809,1308.30904,1309.45358,1310.02935,1310.72443
1311.98299,1312.7362,1313.68798,1313.82099,1314.27126,1311.90229,1312.94156,1313.17061,1313.83717,1314.76975
1311.11835,1311.91022,1312.39744,1313.31586,1313.76732,1310.83616,1311.7263,1312.34536,1313.15786,1313.75526
1311.25888,1311.76153,1312.38986,1312.64843,1313.89852,1311.28924,1311.97571,1312.12977,1312.80958,1313.72837
1308.0416,1309.08439,1309.65388,1310.09779,1310.64914,1308.37618,1309.30645,1309.3569,1309.98361,1310.95624
1308.22429,1309.52902,1309.6532,1310.54561,1311.28627,1308.67621,1309.24706,1309.9406,1310.4375,1311.03143
1310.46272,1310.73397,1311.49335,1311.91817,1312.45842,1309.7308,1310.34511,1311.03284,1311.64657,1312.42664
1306.88902,1307.20639,1307.88694,1308.5387,1309.3539,1306.83429,1307.66946,1308.07551,1308.57519,1309.29082
1307.68183,1308.46518,1308.96723,1309.58901,1310.30758,1307.68168,1308.52164,1309.27707,1309.30888,1310.13562
1308.95517,1309.5517,1310.05396,1311.05073,1311.53724,1309.2606,1309.42042,1310.01156,1310.74069,1311.33298
1309.82677,1310.34215,1311.307,1311.41417,1312.25098,1310.03749,1310.4877,1311.39676,1312.06785,1312.56307
1308.89054,1309.21787,1310.00589,1310.76392,1311.4233,1308.72656,1309.1485,1310.16901,1310.75618,1311.386
1307.44358,1308.00853,1309.06368,1309.51091,1309.97137,1307.71995,1308.40055,1308.9014,1309.41701,1310.23826
1306.5495,1306.8166,1307.69106,1308.28821,1309.0169,1306.51075,1307.25683,1307.77034,1308.33678,1309.31081
1308.80019,1309.06678,1309.71087,1310.69349,1311.33522,1308.37636,1309.13252,1309.79944,1310.3394,1311.01933
1309.91854,1310.76774,1311.14867,1311.90284,1312.53661,1309.71979,1310.63377,1311.29916,1312.03288,1312.39441
1308.32373,1308.86747,1309.0162,1309.85015,1310.73716,1308.15333,1308.83756,1309.179,1310.19516,1310.49145
1308.4207,1309.36344,1309.66094,1310.62424,1311.14045,1308.69685,1309.36497,1309.80521,1310.38893,1311.1271
1309.75139,1310.02305,1310.91962,1311.62297,1311.9662,1309.69437,1311.14151,1311.34411,1311.63417,1311.94969
1307.40989,1307.96323,1308.72791,1309.22807,1309.63629,1307.19336,1307.67384,1308.44055,1308.89588,1309.37019
1306.91552,1307.61919,1308.30541,1309.13855,1309.54401,1307.2855,1307.87732,1308.73228,1309.14541,1310.24908
1312.26494,1312.80444,1313.34559,1314.11901,1314.84393,1312.05478,1312.77238,1313.83046,1314.02988,1314.83192
1308.72204,1309.181,1310.38226,1310.57549,1311.32874,1309.13478,1309.44577,1310.18513,1311.04092,1311.28288
1308.06285,1308.6865,1309.49986,1309.96795,1310.7149,1308.26638,1309.02116,1309.3566,1310.08311,1310.69908
1308.04557,1309.01364,1309.61117,1310.13801,1310.82668,1308.35823,1309.23653,1309.61436,1310.09133,1310.77146
1309.04387,1309.52411,1310.24279,1310.64704,1311.4921,1309.1384,1309.99932,1310.54268,1311.29291,1312.23245
1309.98393,1310.92439,1311.26893,1312.05159,1312.6446,1310.60343,1310.78929,1311.60877,1312.20356,1312.58136
1310.56484,1311.1508,1311.60972,1312.19992,1313.10881,1310.73115,1311.36359,1311.97679,1312.59644,1313.132
