1308.26737,1308.61708,1309.20559,1310.34654,1310.87177,1307.66724,1308.68439,1309.1674,1309.92254,1310.5667
1306.68676,1307.24348,1308.16174,1308.59103,1309.59392,1306.8948,1307.50117,1308.24302,1308.68211,1309.44093
1306.5534,1307.39463,1307.97712,1308.815,1309.22541,1306.91971,1307.52093,1307.86528,1308.69185,1309.05895
1310.1221,1310.96377,1311.858,1312.0721,1312.96024,1310.44255,1310.94044,1311.74078,1312.48626,1312.45964
1308.63824,1308.92846,1310.19629,1310.46929,1311.29246,1309.15594,1309.29818,1309.8403,1310.74936,1311.33026
1308.62328,1309.08815,1309.60384,1310.33034,1310.8258,1308.38797,1308.65737,1309.69086,1310.00864,1311.07312
1309.88039,1311.04073,1311.39686,1312.31315,1312.96956,1310.14723,1310.54208,1311.40115,1311.96197,1312.56899
1308.08964,1308.5924,1309.13571,1309.84631,1310.52501,1307.85227,1308.77003,1309.03291,1309.9191,1310.62842
1309.97867,1310.85658,1311.13665,1311.74883,1312.54664,1310.08466,1310.41645,1311.1523,1311.79803,1312.51668
1307.44442,1308.29048,1308.75615,1309.56509,1309.97455,1307.40057,1308.17575,1308.75307,1309.05779,1310.125
1307.86477,1308.41223,1308.66109,1309.84483,1310.18541,1307.66734,1308.83679,1309.63397,1310.34503,1310.46594
1309.98064,1310.39653,1311.11953,1311.74984,1312.20188,1309.87487,1310.76213,1311.34021,1312.15919,1312.56815
1309.01146,1309.62448,1310.71941,1310.89834,1311.71489,1309.17856,1309.68612,1310.35176,1311.01446,1311.46052
1309.48052,1310.13783,1310.75882,1311.40415,1311.78896,1309.52718,1309.75254,1310.62731,1311.11307,1311.65685
1310.13518,1310.90607,1311.39272,1312.28377,1312.95775,1310.5638,1311.15637,1311.86078,1312.3935,1313.19321
1309.95136,1310.63318,1311.38896,1311.56717,1312.64803,1310.20229,1310.5661,1311.52646,1311.97356,1312.86311
1310.48276,1310.83329,1311.53199,1311.98524,1313.19045,1310.8456,1311.23796,1311.97195,1312.74384,1313.21378
1307.02908,1307.39826,1308.10968,1309.03032,1309.58926,1307.35054,1308.18514,1308.57951,1309.02471,1310.03838
1308.65134,1308.83107,1309.78742,1310.30399,1311.0032,1308.77213,1308.84155,1309.77453,1310.23323,1311.30348
1309.45618,1310.17128,1310.69976,1311.31966,1311.90943,1309.95397,1310.20905,1310.89303,1311.36617,1312.12148
1309.40618,1309.9904,1311.01971,1311.56396,1311.99673,1309.37978,1310.25482,1310.7114,1311.42683,1312.01905
1306.10141,1306.62618,1307.48533,1307.85031,1308.5769,1306.04229,1306.84916,1307.4648,1307.92794,1308.85503
1310.44252,1310.87942,1311.29341,1312.14192,1312.69825,1310.51841,1311.10851,1311.6008,1312.41404,1312.7474
1311.7192,1312.34765,1312.99465,1313.16317,1314.17947,1311.52974,1312.28597,1313.10706,1313.43744,1314.23646
1309.67549,1310.10134,1310.56714,1311.14157,1312.2296,1309.66734,1310.25964,1310.62319,1311.85201,1312.00391
1307.96498,1308.87302,1309.65606,1310.24824,1310.70131,1308.35757,1309.2404,1309.52656,1310.20508,1310.53301
1311.07108,1311.80054,1312.11906,1312.95199,1313.94968,1311.21772,1311.71253,1312.5813,1313.61525,1314.17173
1308.60527,1309.10253,1309.77975,1310.92391,1311.26758,1308.66635,1309.23816,1310.19435,1310.34114,1311.16745
1307.37416,1307.66154,1308.99194,1309.01054,1309.80294,1307.39482,1308.20864,1308.65152,1308.8657,1310.0927
1310.8969,1311.64793,1312.37462,1312.73465,1313.32499,1311.0473,1311.34303,1311.97493,1312.64746,1313.12597
1306.27898,1307.03072,1307.35359,1308.07968,1308.4294,1305.92492,1306.34016,1307.34952,1307.88866,1308.74862
1307.02732,1307.84914,1308.27695,1309.14402,1309.53685,1307.06483,1307.49557,1308.10701,1308.85125,1309.65337
1306.99365,1307.55472,1308.227,1308.5359,1308.93009,1307.07841,1307.56796,1307.79599,1308.91614,1309.35015
1309.3336,1310.15233,1310.57564,1311.17363,1311.94556,1309.31609,1310.05234,1310.79359,1311.04422,1311.95993
1310.20785,1311.23095,1311.55285,1312.37282,1313.11799,1309.94313,1310.97154,1311.2912,1312.09125,1312.90589
1306.94811,1306.76428,1307.85462,1308.5455,1308.79845,1306.53215,1307.09073,1307.81581,1308.28645,1308.96613
1307.92612,1308.50448,1309.35785,1310.08953,1310.61818,1308.0942,1308.62128,1309.19806,1309.88074,1310.87078
1308.56543,1308.96405,1309.39396,1310.2686,1311.01436,1308.42278,1308.62249,1309.93568,1310.20104,1310.77071
1309.47147,1309.94889,1310.8161,1311.14718,1312.31786,1309.7684,1310.68441,1311.37122,1312.03396,1312.56873
1312.62859,1313.11748,1314.11976,1314.57577,1315.11594,1312.79391,1313.40375,1313.91609,1314.76599,1315.51882
